date,country,D,H,I,S,M
2021-04-01,Afghanistan,0.0,32.0,5.0,0.0,0.0
2021-04-02,Afghanistan,0.0,28.0,9.0,0.0,0.0
2021-04-03,Afghanistan,0.0,24.0,13.0,0.0,0.0
2021-04-04,Afghanistan,0.0,18.0,19.0,0.0,0.0
2021-04-05,Afghanistan,0.0,18.0,19.0,0.0,0.0
2021-04-06,Afghanistan,0.0,17.0,15.0,3.0,2.0
2021-04-07,Afghanistan,0.0,13.0,15.0,5.0,4.0
2021-04-08,Afghanistan,0.0,9.0,15.0,8.0,5.0
2021-04-09,Afghanistan,0.0,7.0,11.0,12.0,7.0
2021-04-10,Afghanistan,0.0,5.0,13.0,12.0,7.0
2021-04-11,Afghanistan,0.0,4.0,13.0,13.0,7.0
2021-04-12,Afghanistan,0.0,3.0,10.0,15.0,9.0
2021-04-13,Afghanistan,0.0,2.0,7.0,18.0,10.0
2021-04-14,Afghanistan,0.0,2.0,5.0,19.0,11.0
2021-04-15,Afghanistan,0.0,2.0,3.0,20.0,12.0
2021-04-16,Afghanistan,0.0,2.0,2.0,20.0,13.0
2021-04-17,Afghanistan,0.0,2.0,1.0,21.0,13.0
2021-04-18,Afghanistan,0.0,2.0,0.0,22.0,13.0
2021-04-19,Afghanistan,0.0,1.0,1.0,22.0,13.0
2021-04-20,Afghanistan,0.0,1.0,1.0,22.0,13.0
2021-04-21,Afghanistan,0.0,1.0,1.0,19.0,16.0
2021-04-22,Afghanistan,0.0,1.0,1.0,17.0,18.0
2021-04-23,Afghanistan,0.0,1.0,1.0,14.0,21.0
2021-04-24,Afghanistan,1.0,1.0,0.0,11.0,24.0
2021-04-25,Afghanistan,1.0,1.0,0.0,11.0,24.0
2021-04-26,Afghanistan,1.0,1.0,0.0,10.0,25.0
2021-04-27,Afghanistan,1.0,0.0,1.0,8.0,27.0
2021-04-28,Afghanistan,2.0,0.0,1.0,5.0,29.0
2021-04-29,Afghanistan,2.0,0.0,1.0,4.0,30.0
2021-04-30,Afghanistan,2.0,0.0,1.0,3.0,31.0
2021-05-01,Afghanistan,2.0,0.0,1.0,3.0,31.0
2021-05-02,Afghanistan,2.0,0.0,0.0,3.0,32.0
2021-05-03,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-04,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-05,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-06,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-07,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-08,Afghanistan,2.0,0.0,0.0,2.0,33.0
2021-05-09,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-10,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-11,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-12,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-13,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-14,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-15,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-16,Afghanistan,2.0,0.0,0.0,1.0,34.0
2021-05-17,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-18,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-19,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-20,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-21,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-22,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-23,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-24,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-25,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-26,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-27,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-28,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-29,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-30,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-05-31,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-01,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-02,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-03,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-04,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-05,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-06,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-07,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-08,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-09,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-10,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-11,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-12,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-13,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-14,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-15,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-16,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-17,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-18,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-19,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-20,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-21,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-22,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-23,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-24,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-25,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-26,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-27,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-28,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-29,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-06-30,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-01,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-02,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-03,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-04,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-05,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-06,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-07,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-08,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-09,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-10,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-11,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-12,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-13,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-14,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-15,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-16,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-17,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-18,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-19,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-20,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-21,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-22,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-23,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-24,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-25,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-26,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-27,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-28,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-29,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-30,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-07-31,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-08-01,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-08-02,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-08-03,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-08-04,Afghanistan,2.0,0.0,0.0,0.0,35.0
2021-08-05,Afghanistan,2.0,2.0,0.0,0.0,33.0
2021-08-06,Afghanistan,2.0,3.0,1.0,0.0,31.0
2021-08-07,Afghanistan,2.0,3.0,2.0,0.0,30.0
2021-08-08,Afghanistan,2.0,5.0,2.0,0.0,28.0
2021-08-09,Afghanistan,2.0,2.0,5.0,0.0,28.0
2021-08-10,Afghanistan,2.0,2.0,5.0,0.0,28.0
2021-08-11,Afghanistan,2.0,4.0,4.0,0.0,27.0
2021-08-12,Afghanistan,2.0,3.0,5.0,1.0,26.0
2021-08-13,Afghanistan,2.0,2.0,7.0,1.0,25.0
2021-08-14,Afghanistan,2.0,3.0,4.0,3.0,25.0
2021-08-15,Afghanistan,2.0,4.0,4.0,3.0,24.0
2021-08-16,Afghanistan,2.0,3.0,5.0,3.0,24.0
2021-08-17,Afghanistan,2.0,3.0,3.0,4.0,25.0
2021-08-18,Afghanistan,2.0,3.0,1.0,5.0,26.0
2021-08-19,Afghanistan,2.0,3.0,1.0,5.0,26.0
2021-08-20,Afghanistan,2.0,5.0,2.0,5.0,23.0
2021-08-21,Afghanistan,2.0,7.0,1.0,5.0,22.0
2021-08-22,Afghanistan,2.0,8.0,3.0,5.0,19.0
2021-08-23,Afghanistan,2.0,9.0,5.0,5.0,16.0
2021-08-24,Afghanistan,2.0,8.0,6.0,5.0,16.0
2021-08-25,Afghanistan,2.0,6.0,8.0,6.0,15.0
2021-08-26,Afghanistan,2.0,6.0,10.0,6.0,13.0
2021-08-27,Afghanistan,2.0,5.0,11.0,6.0,13.0
2021-08-28,Afghanistan,2.0,5.0,10.0,7.0,13.0
2021-08-29,Afghanistan,2.0,6.0,9.0,6.0,14.0
2021-08-30,Afghanistan,2.0,5.0,7.0,7.0,16.0
2021-08-31,Afghanistan,2.0,5.0,6.0,7.0,17.0
2021-09-01,Afghanistan,2.0,4.0,5.0,8.0,18.0
2021-09-02,Afghanistan,2.0,2.0,6.0,7.0,20.0
2021-09-03,Afghanistan,2.0,1.0,7.0,7.0,20.0
2021-09-04,Afghanistan,2.0,1.0,6.0,7.0,21.0
2021-09-05,Afghanistan,2.0,1.0,5.0,7.0,22.0
2021-09-06,Afghanistan,2.0,1.0,3.0,8.0,23.0
2021-09-07,Afghanistan,2.0,1.0,2.0,8.0,24.0
2021-09-08,Afghanistan,2.0,1.0,1.0,8.0,25.0
2021-09-09,Afghanistan,2.0,1.0,1.0,7.0,26.0
2021-09-10,Afghanistan,2.0,1.0,1.0,7.0,26.0
2021-09-11,Afghanistan,2.0,1.0,1.0,6.0,27.0
2021-09-12,Afghanistan,2.0,1.0,0.0,5.0,29.0
2021-09-13,Afghanistan,2.0,1.0,0.0,4.0,30.0
2021-09-14,Afghanistan,2.0,1.0,0.0,3.0,31.0
2021-09-15,Afghanistan,2.0,2.0,0.0,3.0,30.0
2021-09-16,Afghanistan,3.0,2.0,0.0,1.0,31.0
2021-09-17,Afghanistan,3.0,2.0,0.0,1.0,31.0
2021-09-18,Afghanistan,3.0,2.0,0.0,1.0,31.0
2021-09-19,Afghanistan,3.0,2.0,0.0,1.0,31.0
2021-09-20,Afghanistan,3.0,2.0,0.0,1.0,31.0
2021-09-21,Afghanistan,3.0,2.0,0.0,0.0,32.0
2021-09-22,Afghanistan,3.0,1.0,1.0,0.0,32.0
2021-09-23,Afghanistan,3.0,1.0,1.0,0.0,32.0
2021-09-24,Afghanistan,3.0,1.0,1.0,0.0,32.0
2021-09-25,Afghanistan,3.0,1.0,1.0,0.0,32.0
2021-09-26,Afghanistan,3.0,1.0,1.0,0.0,32.0
2021-09-27,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-09-28,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-09-29,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-09-30,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-10-01,Afghanistan,3.0,0.0,1.0,0.0,33.0
2021-10-02,Afghanistan,3.0,0.0,1.0,0.0,33.0
2021-10-03,Afghanistan,3.0,0.0,1.0,0.0,33.0
2021-10-04,Afghanistan,3.0,0.0,1.0,0.0,33.0
2021-10-05,Afghanistan,3.0,0.0,1.0,0.0,33.0
2021-10-06,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-07,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-08,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-09,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-10,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-11,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-12,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-13,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-14,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-15,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-16,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-17,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-18,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-19,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-20,Afghanistan,3.0,0.0,0.0,1.0,33.0
2021-10-21,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-22,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-23,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-24,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-25,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-26,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-27,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-28,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-29,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-30,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-10-31,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-01,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-02,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-03,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-04,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-05,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-06,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-07,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-08,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-09,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-10,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-11,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-12,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-13,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-14,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-15,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-16,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-17,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-18,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-19,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-20,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-21,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-22,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-23,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-24,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-25,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-26,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-27,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-28,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-29,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-11-30,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-01,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-02,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-03,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-04,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-05,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-06,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-07,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-08,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-09,Afghanistan,3.0,0.0,0.0,0.0,34.0
2021-12-10,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-12-11,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-12-12,Afghanistan,3.0,1.0,0.0,0.0,33.0
2021-12-13,Afghanistan,3.0,2.0,0.0,0.0,32.0
2021-12-14,Afghanistan,3.0,2.0,0.0,0.0,32.0
2021-12-15,Afghanistan,3.0,2.0,0.0,0.0,32.0
2021-12-16,Afghanistan,3.0,2.0,1.0,0.0,31.0
2021-12-17,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-18,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-19,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-20,Afghanistan,3.0,4.0,1.0,0.0,29.0
2021-12-21,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-22,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-23,Afghanistan,3.0,3.0,1.0,0.0,30.0
2021-12-24,Afghanistan,3.0,2.0,2.0,0.0,30.0
2021-12-25,Afghanistan,3.0,1.0,3.0,0.0,30.0
2021-12-26,Afghanistan,3.0,3.0,2.0,0.0,29.0
2021-12-27,Afghanistan,3.0,2.0,4.0,0.0,28.0
2021-12-28,Afghanistan,3.0,4.0,4.0,0.0,26.0
2021-12-29,Afghanistan,3.0,4.0,5.0,0.0,25.0
2021-12-30,Afghanistan,3.0,5.0,5.0,1.0,23.0
2021-12-31,Afghanistan,3.0,6.0,6.0,1.0,21.0
2022-01-01,Afghanistan,3.0,7.0,5.0,3.0,19.0
2022-01-02,Afghanistan,3.0,6.0,6.0,3.0,19.0
2022-01-03,Afghanistan,3.0,6.0,5.0,4.0,19.0
2022-01-04,Afghanistan,3.0,7.0,4.0,4.0,19.0
2022-01-05,Afghanistan,3.0,7.0,4.0,4.0,19.0
2022-01-06,Afghanistan,3.0,8.0,4.0,4.0,18.0
2022-01-07,Afghanistan,3.0,8.0,4.0,4.0,18.0
2022-01-08,Afghanistan,3.0,8.0,4.0,5.0,17.0
2022-01-09,Afghanistan,3.0,8.0,4.0,5.0,17.0
2022-01-10,Afghanistan,3.0,8.0,4.0,5.0,17.0
2022-01-11,Afghanistan,3.0,9.0,4.0,5.0,16.0
2022-01-12,Afghanistan,3.0,10.0,3.0,5.0,16.0
2022-01-13,Afghanistan,3.0,11.0,2.0,5.0,16.0
2022-01-14,Afghanistan,3.0,8.0,5.0,4.0,17.0
2022-01-15,Afghanistan,3.0,9.0,4.0,5.0,16.0
2022-01-16,Afghanistan,3.0,6.0,6.0,3.0,19.0
2022-01-17,Afghanistan,3.0,5.0,7.0,3.0,19.0
2022-01-18,Afghanistan,3.0,5.0,7.0,2.0,20.0
2022-01-19,Afghanistan,3.0,4.0,5.0,4.0,21.0
2022-01-20,Afghanistan,3.0,4.0,6.0,4.0,20.0
2022-01-21,Afghanistan,3.0,4.0,3.0,5.0,22.0
2022-01-22,Afghanistan,3.0,4.0,2.0,5.0,23.0
2022-01-23,Afghanistan,3.0,4.0,2.0,4.0,24.0
2022-01-24,Afghanistan,3.0,3.0,2.0,4.0,25.0
2022-01-25,Afghanistan,3.0,3.0,1.0,5.0,25.0
2022-01-26,Afghanistan,3.0,4.0,1.0,5.0,24.0
2022-01-27,Afghanistan,3.0,3.0,2.0,5.0,24.0
2022-01-28,Afghanistan,3.0,3.0,2.0,5.0,24.0
2022-01-29,Afghanistan,3.0,2.0,2.0,6.0,24.0
2022-01-30,Afghanistan,3.0,2.0,2.0,5.0,25.0
2022-01-31,Afghanistan,3.0,0.0,4.0,5.0,25.0
2022-02-01,Afghanistan,3.0,0.0,3.0,5.0,26.0
2022-02-02,Afghanistan,3.0,0.0,3.0,5.0,26.0
2022-02-03,Afghanistan,4.0,0.0,2.0,4.0,27.0
2022-02-04,Afghanistan,4.0,0.0,2.0,4.0,27.0
2022-02-05,Afghanistan,4.0,0.0,0.0,5.0,28.0
2022-02-06,Afghanistan,4.0,0.0,0.0,5.0,28.0
2022-02-07,Afghanistan,4.0,0.0,0.0,5.0,28.0
2022-02-08,Afghanistan,4.0,0.0,0.0,5.0,28.0
2022-02-09,Afghanistan,4.0,0.0,0.0,4.0,29.0
2022-02-10,Afghanistan,4.0,0.0,0.0,4.0,29.0
2022-02-11,Afghanistan,4.0,0.0,0.0,4.0,29.0
2022-02-12,Afghanistan,4.0,0.0,0.0,4.0,29.0
2022-02-13,Afghanistan,4.0,0.0,0.0,3.0,30.0
2022-02-14,Afghanistan,4.0,0.0,0.0,3.0,30.0
2022-02-15,Afghanistan,4.0,0.0,0.0,3.0,30.0
2022-02-16,Afghanistan,4.0,0.0,0.0,3.0,30.0
2022-02-17,Afghanistan,4.0,0.0,0.0,3.0,30.0
2022-02-18,Afghanistan,4.0,0.0,0.0,2.0,31.0
2022-02-19,Afghanistan,4.0,1.0,0.0,2.0,30.0
2022-02-20,Afghanistan,4.0,1.0,0.0,0.0,32.0
2022-02-21,Afghanistan,4.0,1.0,0.0,0.0,32.0
2022-02-22,Afghanistan,4.0,1.0,0.0,0.0,32.0
2022-02-23,Afghanistan,4.0,1.0,0.0,0.0,32.0
2022-02-24,Afghanistan,4.0,0.0,1.0,0.0,32.0
2022-02-25,Afghanistan,4.0,0.0,1.0,0.0,32.0
2022-02-26,Afghanistan,4.0,0.0,1.0,0.0,32.0
2022-02-27,Afghanistan,4.0,0.0,1.0,0.0,32.0
2022-02-28,Afghanistan,4.0,0.0,1.0,0.0,32.0
2022-03-01,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-02,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-03,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-04,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-05,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-06,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-07,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-08,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-09,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-10,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-11,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-12,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-13,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-14,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-15,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-16,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-17,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-18,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-19,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-20,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-21,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-22,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-23,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-24,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-25,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-26,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-27,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-28,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-29,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-30,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-03-31,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-01,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-02,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-03,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-04,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-05,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-06,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-07,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-08,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-09,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-10,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-11,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-12,Afghanistan,4.0,0.0,0.0,0.0,33.0
2022-04-13,Afghanistan,4.0,0.0,0.0,0.0,33.0
