date,country,D,H,I,S,M
2021-04-25,Japan,11.0,0.0,0.0,13.0,97.0
2021-04-26,Japan,11.0,0.0,0.0,12.0,98.0
2021-04-27,Japan,13.0,0.0,0.0,9.0,99.0
2021-04-28,Japan,13.0,0.0,0.0,7.0,101.0
2021-04-29,Japan,15.0,0.0,0.0,4.0,102.0
2021-04-30,Japan,15.0,0.0,0.0,4.0,102.0
2021-05-01,Japan,15.0,0.0,0.0,2.0,104.0
2021-05-02,Japan,15.0,0.0,0.0,2.0,104.0
2021-05-03,Japan,15.0,0.0,0.0,2.0,104.0
2021-05-04,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-05,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-06,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-07,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-08,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-09,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-10,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-11,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-12,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-13,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-14,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-15,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-16,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-17,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-18,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-19,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-20,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-21,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-22,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-23,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-24,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-25,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-26,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-27,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-28,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-29,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-30,Japan,15.0,0.0,0.0,0.0,106.0
2021-05-31,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-01,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-02,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-03,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-04,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-05,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-06,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-07,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-08,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-09,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-10,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-11,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-12,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-13,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-14,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-15,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-16,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-17,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-18,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-19,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-20,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-21,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-22,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-23,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-24,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-25,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-26,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-27,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-28,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-29,Japan,15.0,0.0,0.0,0.0,106.0
2021-06-30,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-01,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-02,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-03,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-04,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-05,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-06,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-07,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-08,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-09,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-10,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-11,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-12,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-13,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-14,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-15,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-16,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-17,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-18,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-19,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-20,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-21,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-22,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-23,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-24,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-25,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-26,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-27,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-28,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-29,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-30,Japan,15.0,0.0,0.0,0.0,106.0
2021-07-31,Japan,15.0,0.0,0.0,0.0,106.0
2021-08-01,Japan,15.0,0.0,0.0,0.0,106.0
2021-08-02,Japan,15.0,0.0,0.0,0.0,106.0
2021-08-03,Japan,15.0,0.0,0.0,0.0,106.0
2021-08-04,Japan,15.0,0.0,0.0,0.0,106.0
2021-08-05,Japan,15.0,21.0,0.0,0.0,85.0
2021-08-06,Japan,15.0,23.0,6.0,0.0,77.0
2021-08-07,Japan,15.0,21.0,13.0,0.0,72.0
2021-08-08,Japan,15.0,21.0,17.0,0.0,68.0
2021-08-09,Japan,15.0,22.0,22.0,0.0,62.0
2021-08-10,Japan,15.0,20.0,27.0,0.0,59.0
2021-08-11,Japan,15.0,17.0,27.0,2.0,60.0
2021-08-12,Japan,15.0,14.0,27.0,6.0,59.0
2021-08-13,Japan,15.0,11.0,26.0,8.0,61.0
2021-08-14,Japan,15.0,9.0,24.0,11.0,62.0
2021-08-15,Japan,15.0,9.0,20.0,14.0,63.0
2021-08-16,Japan,15.0,7.0,16.0,19.0,64.0
2021-08-17,Japan,15.0,6.0,12.0,23.0,65.0
2021-08-18,Japan,15.0,6.0,10.0,26.0,64.0
2021-08-19,Japan,15.0,6.0,7.0,27.0,66.0
2021-08-20,Japan,15.0,18.0,8.0,28.0,52.0
2021-08-21,Japan,15.0,20.0,10.0,29.0,47.0
2021-08-22,Japan,15.0,22.0,11.0,30.0,43.0
2021-08-23,Japan,15.0,21.0,15.0,31.0,39.0
2021-08-24,Japan,15.0,26.0,18.0,31.0,31.0
2021-08-25,Japan,15.0,15.0,28.0,31.0,32.0
2021-08-26,Japan,16.0,12.0,28.0,32.0,33.0
2021-08-27,Japan,16.0,10.0,28.0,31.0,36.0
2021-08-28,Japan,16.0,10.0,24.0,30.0,41.0
2021-08-29,Japan,16.0,6.0,25.0,28.0,46.0
2021-08-30,Japan,17.0,7.0,14.0,32.0,51.0
2021-08-31,Japan,18.0,7.0,10.0,30.0,56.0
2021-09-01,Japan,19.0,7.0,6.0,27.0,62.0
2021-09-02,Japan,22.0,8.0,6.0,25.0,60.0
2021-09-03,Japan,23.0,6.0,4.0,25.0,63.0
2021-09-04,Japan,23.0,6.0,3.0,24.0,65.0
2021-09-05,Japan,23.0,5.0,4.0,23.0,66.0
2021-09-06,Japan,24.0,4.0,5.0,22.0,66.0
2021-09-07,Japan,24.0,4.0,4.0,21.0,68.0
2021-09-08,Japan,24.0,4.0,2.0,22.0,69.0
2021-09-09,Japan,24.0,3.0,3.0,22.0,69.0
2021-09-10,Japan,24.0,3.0,2.0,19.0,73.0
2021-09-11,Japan,24.0,3.0,1.0,16.0,77.0
2021-09-12,Japan,24.0,3.0,1.0,15.0,78.0
2021-09-13,Japan,24.0,3.0,1.0,14.0,79.0
2021-09-14,Japan,24.0,3.0,0.0,7.0,87.0
2021-09-15,Japan,24.0,3.0,0.0,4.0,90.0
2021-09-16,Japan,25.0,2.0,1.0,3.0,90.0
2021-09-17,Japan,25.0,2.0,1.0,2.0,91.0
2021-09-18,Japan,25.0,2.0,1.0,1.0,92.0
2021-09-19,Japan,25.0,2.0,1.0,1.0,92.0
2021-09-20,Japan,25.0,2.0,1.0,1.0,92.0
2021-09-21,Japan,25.0,2.0,0.0,2.0,92.0
2021-09-22,Japan,25.0,2.0,0.0,2.0,92.0
2021-09-23,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-24,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-25,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-26,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-27,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-28,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-29,Japan,25.0,2.0,0.0,1.0,93.0
2021-09-30,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-01,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-02,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-03,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-04,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-05,Japan,25.0,2.0,0.0,1.0,93.0
2021-10-06,Japan,25.0,2.0,0.0,0.0,94.0
2021-10-07,Japan,25.0,2.0,0.0,0.0,94.0
2021-10-08,Japan,25.0,1.0,1.0,0.0,94.0
2021-10-09,Japan,25.0,1.0,1.0,0.0,94.0
2021-10-10,Japan,25.0,1.0,1.0,0.0,94.0
2021-10-11,Japan,25.0,0.0,2.0,0.0,94.0
2021-10-12,Japan,25.0,0.0,2.0,0.0,94.0
2021-10-13,Japan,25.0,0.0,1.0,1.0,94.0
2021-10-14,Japan,25.0,0.0,1.0,1.0,94.0
2021-10-15,Japan,25.0,0.0,1.0,1.0,94.0
2021-10-16,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-17,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-18,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-19,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-20,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-21,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-22,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-23,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-24,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-25,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-26,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-27,Japan,25.0,0.0,0.0,2.0,94.0
2021-10-28,Japan,25.0,0.0,0.0,1.0,95.0
2021-10-29,Japan,25.0,0.0,0.0,1.0,95.0
2021-10-30,Japan,25.0,0.0,0.0,1.0,95.0
2021-10-31,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-01,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-02,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-03,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-04,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-05,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-06,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-07,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-08,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-09,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-10,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-11,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-12,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-13,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-14,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-15,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-16,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-17,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-18,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-19,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-20,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-21,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-22,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-23,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-24,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-25,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-26,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-27,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-28,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-29,Japan,25.0,0.0,0.0,0.0,96.0
2021-11-30,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-01,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-02,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-03,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-04,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-05,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-06,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-07,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-08,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-09,Japan,25.0,0.0,0.0,0.0,96.0
2021-12-10,Japan,25.0,4.0,0.0,0.0,92.0
2021-12-11,Japan,25.0,6.0,1.0,0.0,89.0
2021-12-12,Japan,25.0,6.0,3.0,0.0,87.0
2021-12-13,Japan,25.0,6.0,5.0,0.0,85.0
2021-12-14,Japan,25.0,8.0,5.0,0.0,83.0
2021-12-15,Japan,25.0,7.0,7.0,0.0,82.0
2021-12-16,Japan,25.0,8.0,8.0,1.0,79.0
2021-12-17,Japan,25.0,5.0,9.0,3.0,79.0
2021-12-18,Japan,25.0,4.0,10.0,3.0,79.0
2021-12-19,Japan,25.0,4.0,10.0,3.0,79.0
2021-12-20,Japan,25.0,5.0,8.0,4.0,79.0
2021-12-21,Japan,25.0,7.0,6.0,5.0,78.0
2021-12-22,Japan,25.0,6.0,4.0,6.0,80.0
2021-12-23,Japan,25.0,3.0,4.0,8.0,81.0
2021-12-24,Japan,25.0,3.0,6.0,8.0,79.0
2021-12-25,Japan,25.0,4.0,7.0,8.0,77.0
2021-12-26,Japan,25.0,9.0,7.0,8.0,72.0
2021-12-27,Japan,25.0,12.0,9.0,8.0,67.0
2021-12-28,Japan,25.0,15.0,8.0,10.0,63.0
2021-12-29,Japan,25.0,20.0,8.0,11.0,57.0
2021-12-30,Japan,25.0,22.0,10.0,12.0,52.0
2021-12-31,Japan,26.0,22.0,16.0,11.0,46.0
2022-01-01,Japan,26.0,16.0,19.0,10.0,50.0
2022-01-02,Japan,26.0,13.0,23.0,11.0,48.0
2022-01-03,Japan,26.0,14.0,22.0,12.0,47.0
2022-01-04,Japan,27.0,13.0,21.0,12.0,48.0
2022-01-05,Japan,28.0,12.0,16.0,13.0,52.0
2022-01-06,Japan,28.0,11.0,13.0,14.0,55.0
2022-01-07,Japan,28.0,10.0,9.0,15.0,59.0
2022-01-08,Japan,28.0,6.0,12.0,16.0,59.0
2022-01-09,Japan,28.0,10.0,10.0,17.0,56.0
2022-01-10,Japan,28.0,10.0,13.0,17.0,53.0
2022-01-11,Japan,28.0,8.0,13.0,18.0,54.0
2022-01-12,Japan,29.0,8.0,12.0,18.0,54.0
2022-01-13,Japan,29.0,15.0,9.0,17.0,51.0
2022-01-14,Japan,30.0,14.0,13.0,16.0,48.0
2022-01-15,Japan,30.0,10.0,13.0,20.0,48.0
2022-01-16,Japan,30.0,8.0,13.0,22.0,48.0
2022-01-17,Japan,30.0,7.0,14.0,21.0,49.0
2022-01-18,Japan,30.0,6.0,14.0,20.0,51.0
2022-01-19,Japan,30.0,4.0,12.0,21.0,54.0
2022-01-20,Japan,30.0,4.0,8.0,22.0,57.0
2022-01-21,Japan,31.0,2.0,7.0,21.0,60.0
2022-01-22,Japan,31.0,3.0,5.0,20.0,62.0
2022-01-23,Japan,31.0,3.0,4.0,20.0,63.0
2022-01-24,Japan,31.0,3.0,2.0,20.0,65.0
2022-01-25,Japan,31.0,3.0,2.0,20.0,65.0
2022-01-26,Japan,32.0,2.0,1.0,21.0,65.0
2022-01-27,Japan,32.0,1.0,2.0,19.0,67.0
2022-01-28,Japan,32.0,1.0,2.0,19.0,67.0
2022-01-29,Japan,32.0,1.0,2.0,19.0,67.0
2022-01-30,Japan,32.0,1.0,2.0,15.0,71.0
2022-01-31,Japan,33.0,1.0,1.0,13.0,73.0
2022-02-01,Japan,33.0,1.0,0.0,13.0,74.0
2022-02-02,Japan,33.0,1.0,0.0,13.0,74.0
2022-02-03,Japan,33.0,1.0,0.0,11.0,76.0
2022-02-04,Japan,33.0,2.0,0.0,8.0,78.0
2022-02-05,Japan,33.0,2.0,0.0,7.0,79.0
2022-02-06,Japan,33.0,1.0,1.0,5.0,81.0
2022-02-07,Japan,33.0,1.0,1.0,4.0,82.0
2022-02-08,Japan,33.0,1.0,1.0,3.0,83.0
2022-02-09,Japan,33.0,1.0,1.0,3.0,83.0
2022-02-10,Japan,33.0,1.0,1.0,1.0,85.0
2022-02-11,Japan,33.0,1.0,0.0,2.0,85.0
2022-02-12,Japan,33.0,1.0,0.0,2.0,85.0
2022-02-13,Japan,33.0,1.0,0.0,2.0,85.0
2022-02-14,Japan,33.0,1.0,0.0,2.0,85.0
2022-02-15,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-16,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-17,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-18,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-19,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-20,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-21,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-22,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-23,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-24,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-25,Japan,33.0,1.0,0.0,1.0,86.0
2022-02-26,Japan,33.0,2.0,0.0,0.0,86.0
2022-02-27,Japan,33.0,2.0,0.0,0.0,86.0
2022-02-28,Japan,33.0,2.0,0.0,0.0,86.0
2022-03-01,Japan,33.0,2.0,1.0,0.0,85.0
2022-03-02,Japan,33.0,2.0,1.0,0.0,85.0
2022-03-03,Japan,33.0,2.0,1.0,0.0,85.0
2022-03-04,Japan,33.0,2.0,1.0,0.0,85.0
2022-03-05,Japan,33.0,2.0,1.0,0.0,85.0
2022-03-06,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-07,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-08,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-09,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-10,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-11,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-12,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-13,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-14,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-15,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-16,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-17,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-18,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-19,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-20,Japan,33.0,2.0,0.0,1.0,85.0
2022-03-21,Japan,33.0,2.0,0.0,0.0,86.0
2022-03-22,Japan,33.0,2.0,0.0,0.0,86.0
2022-03-23,Japan,33.0,2.0,0.0,0.0,86.0
2022-03-24,Japan,33.0,1.0,1.0,0.0,86.0
2022-03-25,Japan,33.0,1.0,1.0,0.0,86.0
2022-03-26,Japan,33.0,1.0,1.0,0.0,86.0
2022-03-27,Japan,33.0,1.0,1.0,0.0,86.0
2022-03-28,Japan,33.0,0.0,2.0,0.0,86.0
2022-03-29,Japan,33.0,0.0,1.0,1.0,86.0
2022-03-30,Japan,33.0,0.0,1.0,1.0,86.0
2022-03-31,Japan,33.0,0.0,1.0,1.0,86.0
2022-04-01,Japan,33.0,0.0,1.0,1.0,86.0
2022-04-02,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-03,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-04,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-05,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-06,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-07,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-08,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-09,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-10,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-11,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-12,Japan,33.0,0.0,0.0,2.0,86.0
2022-04-13,Japan,33.0,0.0,0.0,1.0,87.0
2022-04-14,Japan,33.0,0.0,0.0,1.0,87.0
2022-04-15,Japan,33.0,0.0,0.0,1.0,87.0
2022-04-16,Japan,33.0,0.0,0.0,1.0,87.0
2022-04-17,Japan,33.0,0.0,0.0,0.0,88.0
2022-04-18,Japan,33.0,2.0,0.0,0.0,86.0
2022-04-19,Japan,33.0,0.0,2.0,0.0,86.0
2022-04-20,Japan,33.0,1.0,2.0,0.0,85.0
2022-04-21,Japan,33.0,2.0,2.0,0.0,84.0
2022-04-22,Japan,33.0,4.0,2.0,0.0,82.0
2022-04-23,Japan,33.0,4.0,3.0,0.0,81.0
2022-04-24,Japan,33.0,4.0,1.0,2.0,81.0
2022-04-25,Japan,33.0,2.0,3.0,2.0,81.0
2022-04-26,Japan,33.0,2.0,3.0,2.0,81.0
2022-04-27,Japan,33.0,3.0,3.0,2.0,80.0
2022-04-28,Japan,33.0,2.0,4.0,3.0,79.0
2022-04-29,Japan,33.0,2.0,5.0,3.0,78.0
2022-04-30,Japan,33.0,2.0,3.0,3.0,80.0
